image_src,title,price,description,Ref.,Material,Gemas,Tipo,url
https://robertojoyero.com/wp-content/uploads/0074568.jpg, Anillo oro blanco y brillantes,1.695 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.30 quilates la piedra central y 0.18 quilates la montura.,0074568,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-brillantes-7/
https://robertojoyero.com/wp-content/uploads/0075956.jpg," Media alianza oro rosa, brillantes y rubies",855 ,"Realizado en oro rosado de 18 quilates, 6 diamantes blanco extra con un peso de 0.204 quilates y 6 rubies.",0075956,ORO ROSA,"DIAMANTES,RUBIES",COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-rosa-brillantes-y-rubies-2/
https://robertojoyero.com/wp-content/uploads/0076532.jpg, Anillo solitario oro blanco y brillante 0.30 ct,1.600 ,Realizado en oro blanco de 18 quilates y un diamante blanco extra con un peso de 0.30 quilates.,0076532,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante-0-30-ct-3/
https://robertojoyero.com/wp-content/uploads/0076750.jpg, Sortija oro blanco y brillantes,765 ,Realizado en oro blanco de 18 quilates con un diamante blanco extra de 0.144 quilates y 20 diamantes blanco extra con un peso de 0.05 quilates.,0076750,ORO BLANCO,DIAMANTES,COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-blanco-y-brillantes-27/
https://robertojoyero.com/wp-content/uploads/0077431.jpg, Sortija oro blanco 5 brillantes 0.106 ct,700 ,Realizada en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.106 quilates.,0077431,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-blanco-5-brillantes-0-106-ct/
https://robertojoyero.com/wp-content/uploads/0079141.jpg," Sortija ojo perdiz oro blanco, btes. y esmeraldas",3.075 ,"Realizada en oro blanco de 18 quilates, esmeraldas con un peso total de 1.05 quilates, y diamantes blanco extra con un peso total de 0.514 quilates.",0079141,ORO BLANCO,"DIAMANTES,ESMERALDAS",COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/sortija-ojo-perdiz-oro-blanco-btes-y-esmeraldas/
https://robertojoyero.com/wp-content/uploads/0077430.jpg, Sortija oro amarillo 5 brillantes 0.106 ct,700 ,Realizada en oro amarillo de 18 quilates y diamantes blanco extra con un peso de 0.106 quilates.,0077430,ORO AMARILLO,DIAMANTES,"ALIANZAS,COMPROMISO,DIA DE LA MADRE",https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-amarillo-5-brillantes-0-106-ct/
https://robertojoyero.com/wp-content/uploads/0078367.jpg," Sortija oro blanco, esmeralda y brillantes 0.18ct",1.025 ,"Realizada en oro blanco de 18 quilates, esmeralda central y diamantes blanco extra con un peso de 0.18 quilates.",0078367,ORO BLANCO,"DIAMANTES,ESMERALDAS","COMPROMISO,DIA DE LA MADRE",https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-blanco-esmeralda-y-brillantes-0-18ct/
https://robertojoyero.com/wp-content/uploads/0077432.jpg, Sortija oro rosa 5 brillantes 0.106 ct,700 ,Realizada en oro rosado de 18 quilates y diamantes blanco extra con un peso de 0.106 quilates.,0077432,ORO ROSA,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-rosa-5-brillantes-0-106-ct/
https://robertojoyero.com/wp-content/uploads/0079632.jpg, Anillo solitario oro blanco y brillante,1.285 ,Realizado en oro blanco de 18 quilates con un diamante blanco extra de 0.30 quilates.,0079632,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante-12/
https://robertojoyero.com/wp-content/uploads/0079633.jpg, Anillo solitario oro blanco y brillante,1.470 ,Realizado en oro blanco de 18 quilates con un diamante blanco extra de 0.30 quilates.,0079633,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante-13/
https://robertojoyero.com/wp-content/uploads/0068222.jpg, Media alianza oro blanco y brillantes,1.760 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.41 quilates.,0068222,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-8/
https://robertojoyero.com/wp-content/uploads/0069323.jpg, Anillo solitario oro blanco y brillante,9.165 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.84 quilates.,0069323,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante/
https://robertojoyero.com/wp-content/uploads/0069660.jpg," Media alianza oro rosa, blanco y brillantes",710 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.15 quilates.,0069660,"ORO BLANCO,ORO ROSA",DIAMANTES,"ALIANZAS,COMPROMISO,SAN VALENTIN",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-rosa-blanco-y-brillantes/
https://robertojoyero.com/wp-content/uploads/0069876.jpg, Media alianza oro rosa y brillantes,1.040 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.29 quilates.,0069876,ORO ROSA,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-rosa-y-brillantes/
https://robertojoyero.com/wp-content/uploads/0070350.jpg, Media alianza oro blanco y brillantes,4.845 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 1.29 quilates.,0070350,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-10/
https://robertojoyero.com/wp-content/uploads/0069953.jpg, Anillo solitario oro blanco y brillante,5.395 ,Realizado en oro blanco de 18 quilates y diamante blanco extra con un peso de 0.56 quilates.,0069953,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante-2/
https://robertojoyero.com/wp-content/uploads/0070384.jpg, Media alianza oro blanco y brillantes,1.895 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.46 quilates.,0070384,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-13/
https://robertojoyero.com/wp-content/uploads/0070383.jpg, Media alianza oro blanco y brillantes,1.715 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.42 quilates.,0070383,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-12/
https://robertojoyero.com/wp-content/uploads/0070352.jpg, Media alianza oro blanco y brillantes,1.940 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.48 quilates.,0070352,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-11/
https://robertojoyero.com/wp-content/uploads/0070385.jpg, Media alianza oro blanco y brillantes,1.395 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.30 quilates.,0070385,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-14/
https://robertojoyero.com/wp-content/uploads/0070386.jpg, Media alianza oro blanco y brillantes,1.735 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.42 quilates.,0070386,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-15/
https://robertojoyero.com/wp-content/uploads/0070389.jpg, Media alianza oro blanco y brillantes,2.155 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.68 quilates.,0070389,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-17/
https://robertojoyero.com/wp-content/uploads/0070387.jpg, Media alianza oro blanco y brillantes,1.775 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.39 quilates.,0070387,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-16/
https://robertojoyero.com/wp-content/uploads/0070811.jpg," Sortija oro blanco, brillantes y esmeralda",960 ,"Realizado en oro blanco de 18 quilates, diamantes blanco extra con un peso de 0.08 quilates y esmeralda central.",0070811,ORO BLANCO,"DIAMANTES,ESMERALDAS","COMPROMISO,SAN VALENTIN",https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-blanco-brillantes-y-esmeralda/
https://robertojoyero.com/wp-content/uploads/0070915.jpg, Anillo oro blanco y brillantes,2.640 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.81 quilates.,0070915,ORO BLANCO,DIAMANTES,COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-brillantes-2/
https://robertojoyero.com/wp-content/uploads/0070914.jpg, Anillo oro blanco y diamantes,2.275 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.60 quilates.,0070914,ORO BLANCO,DIAMANTES,COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-diamantes/
https://robertojoyero.com/wp-content/uploads/0070949.jpg, Anillo oro blanco y brillantes,1.525 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.43 quilates.,0070949,ORO BLANCO,DIAMANTES,COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-brillantes-3/
https://robertojoyero.com/wp-content/uploads/0071348.jpg, Sortija oro blanco y aguamarina,1.035 ,Realizado en oro blanco de 18 quilates y aguamarina natural.,0071348,ORO BLANCO,GEMAS DE COLOR,COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-blanco-y-aguamarina/
https://robertojoyero.com/wp-content/uploads/0071389.jpg, Anillo oro blanco y brillantes,2.225 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.69 quilates.,0071389,ORO BLANCO,DIAMANTES,COMPROMISO,https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-brillantes-4/
https://robertojoyero.com/wp-content/uploads/0069954.jpg, Anillo solitario oro blanco y brillante,6.105 ,Realizado en oro blanco de 18 quilates y diamante blanco extra con un peso de 0.59 quilates.,0069954,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante-3/
https://robertojoyero.com/wp-content/uploads/0071769.jpg, Alianza completa oro blanco brillantes,1.900 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.61 quilates.,0071769,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/alianza-completa-oro-blanco-brillantes/
https://robertojoyero.com/wp-content/uploads/0072477.jpg, Media alianza oro rosa y brillantes,900 ,Realizado en oro rosado de 18 quilates y diamantes blanco extra con un peso de 0.26 quilates.,0072477,ORO ROSA,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-rosa-y-brillantes-3/
https://robertojoyero.com/wp-content/uploads/0073076.jpg, Sortija oro amarillo y brillantes,615 ,Realizado en oro amarillo de 18 quilates y diamantes blanco extra con un peso de 0.13 quilates.,0073076,ORO AMARILLO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/sortija-oro-amarillo-y-brillantes/
https://robertojoyero.com/wp-content/uploads/0073085.jpg, Media alianza oro rosa y brillantes,1.835 ,"Realizado en oro rosado de 18 quilates y diamantes blanco extra con un peso de 0.44 quilates. Este modelo de alianza completa tiene la particularidad que se ajusta hasta 3 números, lo que proporciona máximo confort a su usuario.",0073085,ORO ROSA,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-rosa-y-brillantes-4/
https://robertojoyero.com/wp-content/uploads/0073086.jpg, Media alianza oro blanco y brillantes,1.835 ,"Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.44 quilates. Este modelo de alianza completa tiene la particularidad que se ajusta hasta 3 números, lo que proporciona máximo confort a su usuario.",0073086,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-brillantes-18/
https://robertojoyero.com/wp-content/uploads/0073453.jpg, Media alianza oro blanco y diamantes,3.990 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 1.23 quilates.,0073453,ORO BLANCO,DIAMANTES,"ALIANZAS,COMPROMISO",https://robertojoyero.com/producto/joyeria/anillos/media-alianza-oro-blanco-y-diamantes-2/
https://robertojoyero.com/wp-content/uploads/0074090.jpg, Anillo solitario oro blanco y brillante,415 ,Realizado en oro blanco de 18 quilates con un diamante de 0.06 quilates blanco extra.,0074090,ORO BLANCO,DIAMANTES,"COMPROMISO,SAN VALENTIN,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante-4/
https://robertojoyero.com/wp-content/uploads/0074145.jpg, Anillo solitario oro blanco y princesa,3.195 ,Realizado en oro blanco de 18 quilates con un diamante blanco extra de 0.47 quilates.,0074145,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-princesa/
https://robertojoyero.com/wp-content/uploads/0074144.jpg, Anillo oro blanco y diamantes,7.120 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.72 quilates pincesa central y 0.24 quilates la montura.,0074144,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-diamantes-2/
https://robertojoyero.com/wp-content/uploads/0074097.jpg, Anillo solitario oro blanco y brillante,345 ,Realizado en oro blanco de 18 quilates con un diamante blanco extra de 0.05 quilates.,0074097,ORO BLANCO,DIAMANTES,"COMPROMISO,SAN VALENTIN,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-oro-blanco-y-brillante-5/
https://robertojoyero.com/wp-content/uploads/0074177.jpg, Anillo oro blanco y diamantes,7.835 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.51 quilates princesa central y 0.23 quilates la montura.,0074177,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-diamantes-4/
https://robertojoyero.com/wp-content/uploads/0074241.jpg, Anillo solitario platino y brillante,4.540 ,Realizado en platino de 950 mm. y diamante blanco extra con un peso de 0.59 quilates.,0074241,PLATINO,DIAMANTES,"COMPROMISO,ESPECIAL PLATINO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-platino-y-brillante/
https://robertojoyero.com/wp-content/uploads/0074176.jpg, Anillo oro blanco y diamantes,8.205 ,Realizado en oro blanco de 18 quilates y diamantes blanco extra con un peso de 0.75 quilates la princesa central y 0.75 quilates la montura.,0074176,ORO BLANCO,DIAMANTES,"COMPROMISO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-oro-blanco-y-diamantes-3/
https://robertojoyero.com/wp-content/uploads/0074246.jpg, Anillo solitario platino y brillante,7.975 ,Realizado en platino de 950 mm. y diamante blanco extra con un peso de 0.80 quilates.,0074246,PLATINO,DIAMANTES,"COMPROMISO,ESPECIAL PLATINO,SOLITARIOS",https://robertojoyero.com/producto/joyeria/anillos/anillo-solitario-platino-y-brillante-3/
